Interaction,Feynman Diagram,Amplitude,Squared Amplitude
AntiPart d eps (X) AntiPart b eps (X) to AntiPart d eta (X)^(*) AntiPart b alpha (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:AntiPart d(X_1), AntiPart d(X_3),  OffShell A(V_0),",+ * * * NEG 1/18 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_spi_2_pv_star b_del_4495_pv d_spi_0_pv_star d_spi_1_pv + + mass_d_sq NEG s * 1/2 reg_prop,* * * 1/324 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
d gam (X)^(*) mu (X) to d del (X) nu (X),"Vertex V_0:A(X_2), d(X_3), AntiPart  OffShell d(V_0), Vertex V_1:d(X_1), A(X_4),  OffShell d(V_1),",/ * * * 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * d_spi_0_pu d_spi_1_pu_star * * NEG 1/2 p lambda gamma * * * lambda s s gamma_lor_spi gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * d_spi_4_pu d_spi_5_pu_star + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
d gam (X)^(*) mu (X) to d del (X) nu (X),"Vertex V_0:d(X_3), A(X_4), AntiPart  OffShell d(V_0), Vertex V_1:d(X_1), A(X_2),  OffShell d(V_1),",/ * * * NEG 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * d_spi_0_pu d_spi_1_pu_star * * * 1/2 p_lor_2 gamma_lor_spi gamma * * lor_2 s s gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * d_spi_4_pu d_spi_5_pu_star + s * 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
d gam (X)^(*) mu (X) to d del (X) AntiPart mu (X),"Vertex V_0:A(X_2), d(X_3), AntiPart  OffShell d(V_0), Vertex V_1:d(X_1), A(X_4),  OffShell d(V_1),",/ * * * 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_0_pu_star d_spi_1_pu * * NEG 1/2 p lambda gamma * * * lambda s s gamma_lor_spi gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_4_pu_star d_spi_5_pu + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
d gam (X)^(*) mu (X) to d del (X) AntiPart mu (X),"Vertex V_0:d(X_3), A(X_4), AntiPart  OffShell d(V_0), Vertex V_1:d(X_1), A(X_2),  OffShell d(V_1),",/ * * * NEG 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_0_pu_star d_spi_1_pu * * * 1/2 p_lor_2 gamma_lor_spi gamma * * lor_2 s s gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_4_pu_star d_spi_5_pu + s * 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
d gam (X)^(*) AntiPart mu (X) to d beta (X) AntiPart nu (X),"Vertex V_1:d(X_3), A(X_4), AntiPart  OffShell d(V_1), Vertex V_0:d(X_1), A(X_2),  OffShell d(V_0),",/ * * * NEG 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * d_spi_0_pu d_spi_1_pu_star * * 1/2 p lambda gamma * * * lambda s s gamma_lor_spi gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * d_spi_4_pu d_spi_5_pu_star + s * 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
d gam (X)^(*) AntiPart mu (X) to d beta (X) AntiPart nu (X),"Vertex V_1:A(X_2), d(X_3), AntiPart  OffShell d(V_1), Vertex V_0:d(X_1), A(X_4),  OffShell d(V_0),",/ * * * 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * d_spi_0_pu d_spi_1_pu_star * * * NEG 1/2 p_lor_2 gamma_lor_spi gamma * * lor_2 s s gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * d_spi_4_pu d_spi_5_pu_star + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
AntiPart d eta (X) tau (X) to AntiPart d alpha (X)^(*) mu (X),"Vertex V_1:AntiPart d(X_1), A(X_4), AntiPart  OffShell d(V_1), Vertex V_0:A(X_2), AntiPart d(X_3),  OffShell d(V_0),",/ * * * NEG 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_0_pv_star d_del_5704_pv * * * * NEG 1/2 p_lor_2 gamma_lor_spi gamma_lor_spi_del gamma * lor_2 s s_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_3_pv_star d_del_5706_pv + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
AntiPart d eta (X) tau (X) to AntiPart d alpha (X)^(*) mu (X),"Vertex V_0:AntiPart d(X_3), A(X_4),  OffShell d(V_0), Vertex V_1:A(X_2), AntiPart d(X_1), AntiPart  OffShell d(V_1),",/ * * * 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_0_pv_star d_del_5740_pv * * * 1/2 p_lor_2 gamma_lor_spi_del gamma * * lor_2 s s gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_3_pv_star d_del_5742_pv + s * 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
AntiPart d eta (X) tau (X) to AntiPart d alpha (X)^(*) AntiPart tau (X),"Vertex V_1:AntiPart d(X_3), A(X_4),  OffShell d(V_1), Vertex V_0:A(X_2), AntiPart d(X_1), AntiPart  OffShell d(V_0),",/ * * * 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_0_pv_star d_del_6034_pv * * * 1/2 p_lor_2 gamma_lor_spi_del gamma * * lor_2 s s gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_3_pv_star d_del_6036_pv + s * 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
AntiPart d eta (X) tau (X) to AntiPart d alpha (X)^(*) AntiPart tau (X),"Vertex V_0:AntiPart d(X_1), A(X_4), AntiPart  OffShell d(V_0), Vertex V_1:A(X_2), AntiPart d(X_3),  OffShell d(V_1),",/ * * * NEG 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_0_pv_star d_del_6074_pv * * * NEG 1/2 p_lor_2 gamma_lor_spi gamma * * lor_2 s s gamma_lor_spi_del_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_3_pv_star d_del_6076_pv + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
AntiPart d eta (X) AntiPart sigma (X) to AntiPart d eps (X)^(*) AntiPart lambda (X),"Vertex V_1:AntiPart d(X_3), A(X_4),  OffShell d(V_1), Vertex V_0:A(X_2), AntiPart d(X_1), AntiPart  OffShell d(V_0),",/ * * * 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_0_pv_star d_spi_1_pv * * * 1/2 p_lor_2 gamma_lor_spi gamma * * lor_2 s s gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_4_pv_star d_spi_5_pv + s * 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
AntiPart d eta (X) AntiPart sigma (X) to AntiPart d eps (X)^(*) AntiPart lambda (X),"Vertex V_0:AntiPart d(X_1), A(X_4), AntiPart  OffShell d(V_0), Vertex V_1:A(X_2), AntiPart d(X_3),  OffShell d(V_1),",/ * * * NEG 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_0_pv_star d_spi_1_pv * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p d_spi_4_pv_star d_spi_5_pv + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
s eps (X)^(*) AntiPart s eta (X) to e alpha (X) AntiPart e beta (X)^(*),"Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:s(X_1), AntiPart s(X_2),  OffShell A(V_1),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi e_spi_2_pu_star e_spi_3_pv s s_star + + mass_s_sq s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
s alpha (X)^(*) AntiPart s beta (X) to mu gam (X) AntiPart mu del (X)^(*),"Vertex V_0:mu(X_3), AntiPart mu(X_4),  OffShell A(V_0), Vertex V_1:s(X_1), AntiPart s(X_2),  OffShell A(V_1),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi s_star s mu_spi_1_pv mu_spi_0_pu_star + + mass_s_sq s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * 8 ^ m_mu_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
s gam (X)^(*) AntiPart s del (X) to t eps (X) AntiPart t eta (X)^(*),"Vertex V_0:t(X_3), AntiPart t(X_4),  OffShell A(V_0), Vertex V_1:s(X_1), AntiPart s(X_2),  OffShell A(V_1),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del s_star s t_del_240_pv t_spi_2_pu_star + + mass_s_sq s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
s alpha (X)^(*) AntiPart s beta (X) to u gam (X) AntiPart u del (X)^(*),"Vertex V_0:u(X_3), AntiPart u(X_4),  OffShell A(V_0), Vertex V_1:s(X_1), AntiPart s(X_2),  OffShell A(V_1),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi s_star s u_spi_0_pu_star u_spi_1_pv + + mass_s_sq s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
s alpha (X)^(*) AntiPart s beta (X) to d gam (X) AntiPart d del (X)^(*),"Vertex V_0:d(X_3), AntiPart d(X_4),  OffShell A(V_0), Vertex V_1:s(X_1), AntiPart s(X_2),  OffShell A(V_1),",+ * * * * NEG 1/18 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s s d_spi_0_pu_star d_spi_1_pv s_star s + + mass_s_sq s * 1/2 reg_prop,* * * 1/324 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
s gam (X)^(*) AntiPart s del (X) to tt eps (X) AntiPart tt eta (X)^(*),"Vertex V_1:tt(X_3), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:s(X_1), AntiPart s(X_2),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del s s_star tt_del_385_pv tt s_pu_star + + mass_s_sq s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * 8 ^ m_tt_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
s eps (X)^(*) AntiPart s eta (X) to c alpha (X) AntiPart c beta (X)^(*),"Vertex V_1:c(X_3), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:s(X_1), AntiPart s(X_2),  OffShell A(V_0),",+ * * * * 1/9 i ^ e_2 gamma_lor_spi alpha_397 gamma / * * * * lor_0 s_del_425 c_del_425_pv c_spi_0_pu_star s_star s + + mass_s_sq s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
s gam (X)^(*) AntiPart s del (X) to b eps (X) AntiPart b eta (X)^(*),"Vertex V_1:b(X_3), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:s(X_1), AntiPart s(X_2),  OffShell A(V_0),",+ * * * NEG 1/18 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_del_465_pv b_spi_2_pu_star s_star s + + mass_s_sq s * 1/2 reg_prop,* * * 1/324 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
s eps (X)^(*) AntiPart s eta (X) to sigma (X) AntiPart lambda (X),"Vertex V_0:AntiPart s(X_2), A(X_3), AntiPart  OffShell s(V_0), Vertex V_1:s(X_1), A(X_4),  OffShell s(V_1),",/ * * * 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_1 p * idx_0 * * ^ lor_0 p * s s_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * ^ lor_1 p * idx_0 * * ^ lor_0 p * s s_star + s * NEG 1/2 reg_prop,+ * * * * 1/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 2/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
s eps (X)^(*) AntiPart s eta (X) to sigma (X) AntiPart lambda (X),"Vertex V_0:AntiPart s(X_2), A(X_4), AntiPart  OffShell s(V_0), Vertex V_1:s(X_1), A(X_3),  OffShell s(V_1),",/ * * * NEG 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_1 p * idx_0 * * ^ lor_0 p * s s_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * ^ lor_1 p * idx_0 * * ^ lor_0 p * s s_star + s * NEG 1/2 reg_prop,+ * * * * 1/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 2/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
s alpha (X)^(*) tt beta (X)^(*) to s gam (X) tt del (X),"Vertex V_1:tt(X_2), tt(X_4),  OffShell A(V_1), Vertex V_0:s(X_1), s(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del s_star s tt s_pu_star tt_del_1279_pu + + mass_s_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
s alpha (X)^(*) AntiPart tt eps (X) to s eta (X) AntiPart tt alpha (X)^(*),"Vertex V_1:AntiPart tt(X_2), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:s(X_1), s(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s alpha_1304 gamma_lor_spi_del s s_star tt_del_1314_pv tt s_pv_star + + mass_s_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart s eps (X) tt eta (X)^(*) to AntiPart s alpha (X)^(*) tt beta (X),"Vertex V_1:tt(X_2), tt(X_4),  OffShell A(V_1), Vertex V_0:AntiPart s(X_1), AntiPart s(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del s_star s tt s_pu_star tt_del_1347_pu + + mass_s_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart s eps (X) AntiPart tt eps (X) to AntiPart s eta (X)^(*) AntiPart tt alpha (X)^(*),"Vertex V_1:AntiPart tt(X_2), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:AntiPart s(X_1), AntiPart s(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del s s_star tt_del_1380_pv tt s_pv_star + + mass_s_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
s alpha (X)^(*) c beta (X)^(*) to s gam (X) c del (X),"Vertex V_1:c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:s(X_1), s(X_3),  OffShell A(V_0),",+ * * * * 1/9 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s_del_2275 c_del_2275_pu c_spi_0_pu_star s s_star + + mass_s_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
s alpha (X)^(*) AntiPart c eps (X) to s eta (X) AntiPart c alpha (X)^(*),"Vertex V_1:AntiPart c(X_2), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:s(X_1), s(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s_del_2304 gamma_lor_spi alpha_2253 c_spi_0_pv_star c_del_2304_pv s s_star + + mass_s_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart s eps (X) c eta (X)^(*) to AntiPart s alpha (X)^(*) c beta (X),"Vertex V_1:c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart s(X_1), AntiPart s(X_3),  OffShell A(V_0),",+ * * * * 1/9 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s b_spi c_spi_0_pu_star c_b_spi_pu s s_star + + mass_s_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart s eps (X) AntiPart c eps (X) to AntiPart s eta (X)^(*) AntiPart c alpha (X)^(*),"Vertex V_1:AntiPart c(X_2), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart s(X_1), AntiPart s(X_3),  OffShell A(V_0),",+ * * * * 1/9 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s_del_2339 c_del_2339_pv c_spi_0_pv_star s_star s + + mass_s_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
s alpha (X)^(*) b beta (X)^(*) to s gam (X) b del (X),"Vertex V_1:b(X_2), b(X_4),  OffShell A(V_1), Vertex V_0:s(X_1), s(X_3),  OffShell A(V_0),",+ * * * NEG 1/18 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_del_3240_pu b_spi_2_pu_star s s_star + + mass_s_sq NEG s * 1/2 reg_prop,* * * 1/324 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
s alpha (X)^(*) AntiPart b eps (X) to s eta (X) AntiPart b alpha (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:s(X_1), s(X_3),  OffShell A(V_0),",+ * * * NEG 1/18 i ^ e_2 gamma / * * * * * lor_0 s alpha_3202 gamma_lor_spi_del b_spi_1_pv_star b_del_3275_pv s s_star + + mass_s_sq NEG s * 1/2 reg_prop,* * * 1/324 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
