Interaction,Feynman Diagram,Amplitude,Squared Amplitude,domain
c gam (X)^(*) AntiPart c del (X) to b eps (X) AntiPart b eta (X)^(*),"Vertex V_1:b(X_3), AntiPart b(X_4),  OffShell G(V_1), Vertex V_0:c(X_1), AntiPart c(X_2),  OffShell G(V_0),",+ * * * * 1/12 i ^ g_2 gamma_lor_spi b_spi_gamma / * lor_spi_spi + * * * col_idx_idx_7 b_spi_pv_col_idx_7_spi_pu_star_col_idx_4_spi_pu_idx_4_spi_pv_star * * * * NEG 3_col idx_idx_4 b_spi_pv_col_idx_5_spi_pu_star_col_idx_5_spi_pu_idx_4_spi_pv_star + + mass_c_sq s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * 1/2 ^ 2 s_s * * 1/2 s_s * * 1/2 s_s * * 1/2 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop + + ^ 2 s_s * 1/2 reg_prop,qcd
mu gam (X)^(*) AntiPart mu del (X) to b eps (X) AntiPart b eta (X)^(*),"Vertex V_1:b(X_3), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:mu(X_1), AntiPart mu(X_2),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_del_476_pv b_spi_2_pu_star mu_spi_1_pu mu_spi_0_pv_star + + mass_mu_sq s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ m_mu_2 s_s ^ + + ^ m_mu_2 s_s * 1/2 reg_prop NEG 2,qed
AntiPart s eps (X) AntiPart t eps (X) to AntiPart s eta (X)^(*) AntiPart t alpha (X)^(*),"Vertex V_1:AntiPart t(X_2), AntiPart t(X_4),  OffShell G(V_1), Vertex V_0:AntiPart s(X_1), AntiPart s(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * s s_idx_5_del_col_pv_t_idx_5_spi_pv_star * * * * NEG 3 s s_idx_7_del_col_pv_t_idx_5_spi_pv_star + + mass_s_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
AntiPart s gam (X) f rho (X) to AntiPart s del (X)^(*) AntiPart g tau (X),"Vertex V_1:AntiPart s(X_1), G(X_4), AntiPart  OffShell s(V_1), Vertex V_0:G(X_2), AntiPart s(X_3),  OffShell s(V_0),",/ * * NEG i ^ g_2 + + + + + + * * * * p_lor gamma_lor_spi_col T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_del_col_pv_s_col_idx_6_spi_pv_star * * NEG 1/2 p_lor gamma * * * * * lor_spi_spi gamma_lor_spi_col gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_del_col_pv_s_col_idx_6_spi_pv_star + s * NEG 1/2 reg_prop,+ * * * * 4/9 ^ g_4 s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 8/9 i ^ g_2 + / * * * i ^ g_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ g_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop,qcd
mu eps (X)^(*) tt eta (X)^(*) to mu alpha (X) tt beta (X),"Vertex V_1:tt(X_2), tt(X_4),  OffShell A(V_1), Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s alpha_4787 gamma_lor_spi_del mu_spi_0_pu_star mu_alpha_4787_pu tt s_pu_star tt_del_4496_pu + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ m_mu_2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2,qed
AntiPart b gam (X) AntiPart a rho (X) to AntiPart b beta (X)^(*) AntiPart b sigma (X),"Vertex V_0:AntiPart b(X_1), G(X_4), AntiPart  OffShell b(V_0), Vertex V_1:G(X_2), AntiPart b(X_3),  OffShell b(V_1),",/ * * NEG i ^ g_2 + + + + + + * * * * p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_6_T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * * * NEG 1/2 p_lor gamma_lor_spi gamma_lor_spi gamma * * * lor_spi_spi T_2_col_idx_idx_3_idx_6_T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv + s * NEG 1/2 reg_prop,+ * * * * 4/9 ^ g_4 s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 8/9 i ^ g_2 + / * * * i ^ g_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ g_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop,qcd
c gam (X)^(*) b del (X)^(*) to c eps (X) b eta (X),"Vertex V_1:b(X_2), b(X_4),  OffShell G(V_1), Vertex V_0:c(X_1), c(X_3),  OffShell G(V_0),",+ * * * * 1/12 i ^ g_2 gamma_lor_spi gamma / * lor_spi_spi + * * * col_idx_5_spi_pu_star_idx_5_spi_pu_col_idx_5_spi_pu_star_col_idx_5_spi_pu * * * * NEG 3_col idx_5_spi_pu_star_idx_6_spi_pu_col_idx_6_spi_pu_star_col_idx_5_spi_pu + + mass_c_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
s gam (X)^(*) b nu (X) to s del (X) AntiPart c lambda (X),"Vertex V_1:s(X_3), s(X_1),  OffShell G(V_1), Vertex V_0:G(X_2), G(X_4),  OffShell G(V_0),",/ * * NEG 1/2 g + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * * * * * NEG 2 i g p_lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * * * * * 2 i g p_lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * * * * * 2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * * * * * NEG 2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * NEG 2 i g p * * * * * lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col_lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * 2 i g p * * * * * lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col_lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_s_col_idx_7_spi_pu_star s + + mass_s_sq NEG s * 1/2 reg_prop,+ + + + * * * * NEG 1/2 ^ g_4 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 * * * NEG 1/576 ^ g_4 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 7/18 i ^ g_2 + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 8/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 16/7 i ^ g_2 + * + ^ 2 * NEG 1/2 s_s * * NEG 1/1024 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/896 i ^ g_2 + + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s * * 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 8/7 i ^ g_2 + + * + ^ 2 * NEG 1/2 s_s * * NEG 1/1024 + * 128 ^ 2 * NEG 64 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + + * ^ 2 + ^ 2 s_s * * NEG 1/448 + * 128 ^ 2 * NEG 64 s_s * * 16/7 + ^ 2 * NEG 1/2 s_s * * NEG 1/7 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/896 i ^ g_2 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 7/18 i ^ g_2 + + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/448 i ^ g_2 + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/896 i ^ g_2 + + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s * * 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 8/7 i ^ g_2 + + * + ^ 2 * NEG 1/2 s_s * * NEG 1/1024 + * 128 ^ 2 * NEG 64 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + + * ^ 2 + ^ 2 s_s * * 16/7 + ^ 2 * NEG 1/2 s_s * * NEG 1/448 + * 128 ^ 2 * NEG 64 s_s * * 8/7 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/896 i ^ g_2 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/448 i ^ g_2 + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/2 i ^ g_2 + + / * * * i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/144 i ^ g_2 + + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * 128 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/288 i ^ g_2 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
tt alpha (X)^(*) AntiPart tt beta (X) to mu gam (X) AntiPart mu del (X)^(*),"Vertex V_0:mu(X_3), AntiPart mu(X_4),  OffShell A(V_0), Vertex V_1:tt(X_1), AntiPart tt(X_2),  OffShell A(V_1),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi mu_spi_1_pv mu_spi_0_pu_star tt s_pv_star tt s_pu + + mass_tt_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ m_mu_2 ^ m_tt_2 * * 8 ^ m_mu_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ m_tt_2 s_s ^ + + ^ m_tt_2 s_s * 1/2 reg_prop NEG 2,qed
AntiPart u gam (X) AntiPart e tau (X) to AntiPart u beta (X)^(*) AntiPart f mu (X),"Vertex V_1:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_1), Vertex V_0:G(X_2), G(X_4),  OffShell G(V_0),",/ * g + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_4_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_4_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_4 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_4 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_4_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_4_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_4 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_4 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * i g p * * * * * lor gamma_lor_spi T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_4_idx_6_col_lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * NEG i g p * * * * * lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_4 T_2_col_idx_idx_4_idx_idx_3_idx_6_col_lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_4_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_4 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_4_idx_idx_3 T_2_col_idx_idx_3_idx_idx_4_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_4 T_2_col_idx_idx_4_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_4_spi_pv_u_col_idx_4_spi_pv_star + + mass_u_sq NEG s * 1/2 reg_prop,+ + + + + * * * NEG 1/2304 ^ g_4 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * NEG 1/2304 i ^ g_2 + + + + / * * * i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 1024 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1024 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 576 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 4/9 i ^ g_2 + + / * * * i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/1024 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 1/2 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/2304 i ^ g_2 + + / * * i ^ g_2 + + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s * * 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 2 i ^ g_2 + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 7/18 i ^ g_2 + + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 16/7 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/448 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 9/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/112 i ^ g_2 + + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * 128 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/224 i ^ g_2 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 8/7 i ^ g_2 + * s_s * * 7/16 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + + + * ^ 2 + ^ 2 s_s * * NEG 1/448 + * 128 ^ 2 * NEG 64 s_s * * 16/7 + ^ 2 * NEG 1/2 s_s * * NEG 1/7 s_s * * 1/2 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 7/18 i ^ g_2 + + + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/448 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 16/7 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 1/448 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 16/7 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 17/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/224 i ^ g_2 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + * ^ 2 + ^ 2 s_s * * 1/2 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/7 i ^ g_2 + * s_s * * NEG 7/2 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
mu eps (X)^(*) AntiPart mu eta (X) to e alpha (X) AntiPart e beta (X)^(*),"Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:mu(X_1), AntiPart mu(X_2),  OffShell A(V_1),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi e_spi_2_pu_star e_spi_3_pv mu_spi_1_pu mu_spi_0_pv_star + + mass_mu_sq s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ m_mu_2 s_s ^ + + ^ m_mu_2 s_s * 1/2 reg_prop NEG 2,qed
u alpha (X)^(*) AntiPart u beta (X) to mu gam (X) AntiPart mu del (X)^(*),"Vertex V_0:mu(X_3), AntiPart mu(X_4),  OffShell A(V_0), Vertex V_1:u(X_1), AntiPart u(X_2),  OffShell A(V_1),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi u_spi_2_pv_star u_spi_3_pu mu_spi_1_pv mu_spi_0_pu_star + + mass_u_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * 8 ^ m_mu_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2,qed
